id_visitante,pais_origen,edad,genero,destino,region,fecha_visita,dias_estadia,gasto_total,medio_transporte
V2258,Chile,21,Otro,Huaca Pucllana,Lima,2025-05-23,11,2132.83,Avión
V2259,Perú,53,Otro,Taquile,Puno,2025-03-27,1,4606.5,NA
V2260,NA,26,M,Sacsayhuamán,Cusco,2025-06-02,12,3443.74,
V2261,Chile,44,Otro,Río Amazonas,Iquitos,2025-01-31,14,3412.46,Avión
V2262,Estados Unidos,28,M,Valle Sagrado,Cusco,2025-05-18,,,NA
V2263,Brasil,29,F,Taquile,Puno,2025-02-08,11,4626.34,Auto
V2264,Perú,35,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-07-16,11,4618.34,Tren
V2265,Perú,75,F,Machu Picchu,Cusco,2025-05-12,1,694.98,Bus
V2266,Chile,22,Otro,Malecón Tarapacá,Iquitos,2025-04-30,5,2528.46,Avión
V2267,Estados Unidos,37,M,Río Amazonas,Iquitos,2025-06-23,10,1807.7,NA
V2268,Chile,21,F,Lago Titicaca,Puno,2025-04-26,10,744.83,Mototaxi
V2269,Colombia,43,Otro,Río Amazonas,Iquitos,2025-03-29,9,3027.0,
V2270,Chile,66,F,Huaca Pucllana,Lima,2025-02-16,3,4679.75,
V2271,NA,40,Otro,Monasterio de Santa Catalina,Arequipa,2025-01-02,,,NA
V2272,España,27,Otro,Barranco,Lima,2025-07-25,12,850.96,Avión
V2273,México,41,Otro,Río Amazonas,Iquitos,2025-05-16,10,668.14,Mototaxi
V2274,Perú,69,F,Río Amazonas,Iquitos,2025-01-16,14,3851.76,NA
V2275,Chile,27,F,Machu Picchu,Cusco,2025-01-13,3,2981.42,Auto
V2276,España,77,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-06-17,5,3400.47,Mototaxi
V2277,Chile,53,M,Lago Titicaca,Puno,2025-01-17,4,4513.45,Mototaxi
V2278,Chile,17,F,Sacsayhuamán,Cusco,2025-05-20,9,2011.19,Avión
V2279,Estados Unidos,60,Otro,Huaca Pucllana,Lima,2025-09-24,14,4868.45,Bus
V2280,Chile,37,M,Huaca Pucllana,Lima,2025-09-02,2,4470.46,Mototaxi
V2281,Colombia,,F,Parque de la Reserva,Lima,2025-09-22,,,
V2282,Perú,50,Otro,Parque de la Reserva,Lima,2025-02-10,6,3234.89,Mototaxi
V2283,NA,67,F,Taquile,Puno,2025-06-07,10,4002.42,NA
V2284,Argentina,16,F,Islas Flotantes Uros,Puno,2025-01-20,,,Avión
V2285,México,42,M,Malecón Tarapacá,Iquitos,2025-08-15,10,1421.02,Tren
V2286,Chile,55,M,Monasterio de Santa Catalina,Arequipa,2025-07-04,1,392.17,Mototaxi
V2287,Estados Unidos,58,Otro,Malecón Tarapacá,Iquitos,2025-05-09,10,1236.83,Auto
V2288,NA,58,F,Plaza de Armas,Arequipa,2025-04-07,2,2629.55,NA
V2289,España,47,Otro,Plaza de Armas,Arequipa,2025-08-17,1,1831.06,Auto
V2290,Colombia,58,Otro,Sacsayhuamán,Cusco,2025-08-01,10,888.72,Auto
V2291,Perú,70,Otro,Malecón Tarapacá,Iquitos,2025-02-16,,,
V2292,México,69,M,Barranco,Lima,2025-07-15,5,3621.35,Auto
V2293,Argentina,48,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-08-14,6,2681.75,
V2294,Colombia,26,F,Huaca Pucllana,Lima,2025-01-16,6,2906.89,
V2295,Estados Unidos,34,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-01-20,8,2485.38,Mototaxi
V2296,Chile,51,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-03-23,6,4986.91,Bus
V2297,NA,25,M,Sacsayhuamán,Cusco,2025-06-29,13,1452.63,Auto
V2298,Colombia,27,M,Islas Flotantes Uros,Puno,2025-09-09,6,871.6,Auto
V2299,Estados Unidos,35,Otro,Cañón del Colca,Arequipa,2025-01-30,13,2530.5,NA
V2300,Colombia,48,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-03-15,3,1643.06,Auto
V2301,Brasil,68,M,Cañón del Colca,Arequipa,2025-03-10,,,NA
V2302,Perú,74,Otro,Barranco,Lima,2025-03-26,3,2881.4,
V2303,Chile,41,M,Taquile,Puno,2025-08-25,2,2665.12,Avión
V2304,México,25,M,Parque de la Reserva,Lima,2025-04-03,14,4323.14,
V2305,Brasil,53,F,Machu Picchu,Cusco,2025-04-02,9,1773.64,NA
V2306,Chile,35,M,Río Amazonas,Iquitos,2025-04-04,4,3743.13,Mototaxi
V2307,Colombia,45,M,Plaza de Armas,Arequipa,2025-09-09,14,4898.42,NA
V2308,NA,51,F,Cañón del Colca,Arequipa,2025-05-25,2,3811.95,NA
V2309,Argentina,63,M,Parque de la Reserva,Lima,2025-09-16,13,2440.85,Mototaxi
V2310,Colombia,46,Otro,Sacsayhuamán,Cusco,2025-02-22,6,3706.94,NA
V2311,Argentina,48,F,Malecón Tarapacá,Iquitos,2025-03-09,11,1765.31,Auto
V2312,Perú,31,F,Huaca Pucllana,Lima,2025-09-30,8,509.85,Bus
V2313,Chile,52,F,Lago Titicaca,Puno,2025-09-20,4,1721.25,NA
V2314,Chile,33,F,Valle Sagrado,Cusco,2025-01-17,12,1098.6,Avión
V2315,Perú,61,M,Huaca Pucllana,Lima,2025-03-05,13,2038.18,Auto
V2316,Brasil,75,F,Cañón del Colca,Arequipa,2025-07-04,1,4894.11,Mototaxi
V2317,Perú,32,M,Islas Flotantes Uros,Puno,2025-02-01,5,2622.85,
V2318,Brasil,31,Otro,Islas Flotantes Uros,Puno,2025-03-28,9,484.71,
V2319,NA,40,M,Huaca Pucllana,Lima,2025-04-27,2,2664.37,
V2320,Perú,35,Otro,Valle Sagrado,Cusco,2025-03-11,10,4782.23,Avión
V2321,Chile,60,Otro,Barranco,Lima,2025-05-25,8,2686.8,NA
V2322,Brasil,17,M,Machu Picchu,Cusco,2025-07-19,14,2335.12,Avión
V2323,Brasil,75,Otro,Cañón del Colca,Arequipa,2025-03-17,11,3267.89,Auto
V2324,México,67,F,Malecón Tarapacá,Iquitos,2025-07-14,12,4270.21,Avión
V2325,Colombia,50,M,Islas Flotantes Uros,Puno,2025-05-22,,,Tren
V2326,NA,66,M,Islas Flotantes Uros,Puno,2025-02-22,10,2421.17,Tren
V2327,Brasil,66,Otro,Parque de la Reserva,Lima,2025-03-19,6,2677.54,
V2328,Perú,44,Otro,Sacsayhuamán,Cusco,2025-06-01,10,264.85,Bus
V2329,Perú,,F,Monasterio de Santa Catalina,Arequipa,2025-04-30,10,2643.25,
V2330,Colombia,33,Otro,Machu Picchu,Cusco,2025-05-13,8,2208.99,
V2331,Estados Unidos,20,Otro,Malecón Tarapacá,Iquitos,2025-03-01,14,769.99,Mototaxi
V2332,España,49,M,Sacsayhuamán,Cusco,2025-06-23,4,1914.82,Bus
V2333,Chile,63,F,Lago Titicaca,Puno,2025-07-02,2,2319.28,Tren
V2334,Perú,79,F,Huaca Pucllana,Lima,2025-03-13,5,3632.29,
V2335,Argentina,34,M,Lago Titicaca,Puno,2025-09-20,1,2861.52,
V2336,Estados Unidos,20,M,Barranco,Lima,2025-02-26,8,3773.36,
V2337,Colombia,28,Otro,Sacsayhuamán,Cusco,2025-05-20,2,2056.88,
V2338,NA,17,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-04-11,9,1959.03,
V2339,Chile,57,Otro,Plaza de Armas,Arequipa,2025-04-07,,,Bus
V2340,Perú,28,Otro,Barranco,Lima,2025-05-05,10,3128.99,Avión
V2341,España,36,Otro,Malecón Tarapacá,Iquitos,2025-07-29,13,4723.69,Bus
V2342,Argentina,57,Otro,Islas Flotantes Uros,Puno,2025-07-13,8,4341.64,Avión
V2343,Chile,38,M,Sacsayhuamán,Cusco,2025-04-03,1,4020.33,Bus
V2344,NA,58,F,Monasterio de Santa Catalina,Arequipa,2025-02-15,1,3817.96,Bus
V2345,Brasil,21,Otro,Lago Titicaca,Puno,2025-07-13,14,1142.66,
V2346,Perú,26,Otro,Valle Sagrado,Cusco,2025-02-17,2,3664.99,Mototaxi
V2347,México,51,M,Machu Picchu,Cusco,2025-07-08,9,4928.96,Avión
V2348,Chile,17,M,Parque de la Reserva,Lima,2025-08-29,7,4171.98,Avión
V2349,Estados Unidos,44,M,Plaza de Armas,Arequipa,2025-08-29,12,4268.01,Bus
V2350,México,48,Otro,Monasterio de Santa Catalina,Arequipa,2025-05-15,7,1716.26,Avión
V2351,Argentina,40,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-09-17,13,1287.81,Avión
V2352,Colombia,16,Otro,Sacsayhuamán,Cusco,2025-08-08,3,1118.37,Mototaxi
V2353,Brasil,58,F,Cañón del Colca,Arequipa,2025-05-09,3,1670.8,Auto
V2354,Estados Unidos,34,F,Cañón del Colca,Arequipa,2025-06-21,11,3577.43,NA
V2355,Argentina,32,F,Lago Titicaca,Puno,2025-03-22,5,4133.8,Bus
V2356,Perú,45,M,Río Amazonas,Iquitos,2025-03-10,8,3217.37,Tren
V2357,Estados Unidos,43,Otro,Monasterio de Santa Catalina,Arequipa,2025-03-22,9,3358.21,Bus
V2358,Perú,80,F,Río Amazonas,Iquitos,2025-06-21,8,2409.03,Tren
V2359,Estados Unidos,46,F,Taquile,Puno,2025-01-28,12,2066.09,Mototaxi
V2360,México,53,Otro,Machu Picchu,Cusco,2025-06-01,11,525.83,Auto
V2361,NA,41,Otro,Huaca Pucllana,Lima,2025-04-04,9,2345.74,
V2362,Chile,51,M,Malecón Tarapacá,Iquitos,2025-03-12,14,2711.03,Tren
V2363,Colombia,60,Otro,Plaza de Armas,Arequipa,2025-09-19,4,1466.88,NA
V2364,Argentina,47,Otro,Río Amazonas,Iquitos,2025-01-26,4,4856.46,Tren
V2365,México,60,F,Taquile,Puno,2025-01-25,3,4611.96,Mototaxi
V2366,Estados Unidos,47,M,Sacsayhuamán,Cusco,2025-09-25,1,4464.3,NA
V2367,España,17,M,Malecón Tarapacá,Iquitos,2025-07-02,3,3172.42,Bus
V2368,Argentina,79,F,Barranco,Lima,2025-08-04,8,868.3,Bus
V2369,España,,M,Parque de la Reserva,Lima,2025-03-11,2,566.79,NA
V2370,Estados Unidos,18,M,Sacsayhuamán,Cusco,2025-08-27,2,3731.75,
V2371,Estados Unidos,23,M,Parque de la Reserva,Lima,2025-03-13,12,1917.61,Avión
V2372,Estados Unidos,42,Otro,Islas Flotantes Uros,Puno,2025-08-02,2,2528.78,NA
V2373,Estados Unidos,,M,Islas Flotantes Uros,Puno,2025-02-05,9,4162.68,Avión
V2374,Chile,55,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-03-02,6,4594.96,Avión
V2375,Argentina,66,M,Sacsayhuamán,Cusco,2025-08-22,,,NA
V2376,NA,32,F,Islas Flotantes Uros,Puno,2025-05-19,3,4145.68,Auto
V2377,Perú,,M,Malecón Tarapacá,Iquitos,2025-05-31,9,4714.36,NA
V2378,Argentina,76,M,Huaca Pucllana,Lima,2025-06-23,11,1902.6,Tren
V2379,Colombia,44,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-07-16,7,4010.9,Mototaxi
V2380,NA,59,Otro,Lago Titicaca,Puno,2025-05-26,6,1145.36,Bus
V2381,México,29,M,Lago Titicaca,Puno,2025-07-06,8,2250.69,Mototaxi
V2382,Brasil,64,Otro,Parque de la Reserva,Lima,2025-01-24,3,380.07,Tren
V2383,Brasil,66,M,Cañón del Colca,Arequipa,2025-06-06,3,4325.87,Bus
V2384,Estados Unidos,62,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-05-19,7,1791.84,Auto
V2385,Colombia,39,Otro,Machu Picchu,Cusco,2025-07-11,2,3755.66,
V2386,Brasil,65,Otro,Cañón del Colca,Arequipa,2025-05-01,5,4082.27,Tren
V2387,España,24,M,Parque de la Reserva,Lima,2025-04-09,1,540.11,Auto
V2388,Argentina,68,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-05-10,3,1962.02,NA
V2389,NA,43,Otro,Cañón del Colca,Arequipa,2025-03-23,12,1554.08,Auto
V2390,NA,61,F,Sacsayhuamán,Cusco,2025-07-14,9,4496.46,NA
V2391,México,50,M,Islas Flotantes Uros,Puno,2025-08-17,13,2434.88,
V2392,Chile,58,M,Monasterio de Santa Catalina,Arequipa,2025-04-13,5,3098.59,Bus
V2393,Colombia,50,F,Monasterio de Santa Catalina,Arequipa,2025-02-07,14,1806.3,Tren
V2394,España,37,M,Monasterio de Santa Catalina,Arequipa,2025-07-15,3,3051.29,Bus
V2395,Argentina,20,F,Sacsayhuamán,Cusco,2025-08-18,9,2426.61,Tren
V2396,México,59,F,Malecón Tarapacá,Iquitos,2025-03-10,13,4058.56,NA
V2397,Colombia,24,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-02-03,12,3247.1,Tren
V2398,España,24,Otro,Malecón Tarapacá,Iquitos,2025-02-13,10,2980.44,Bus
V2399,Brasil,51,F,Sacsayhuamán,Cusco,2025-04-06,2,843.93,
V2400,Perú,69,Otro,Barranco,Lima,2025-05-21,8,3330.42,Tren
V2401,Argentina,72,Otro,Reserva Nacional Pacaya Samiria,Iquitos,2025-09-19,,,Auto
V2402,Chile,76,F,Barranco,Lima,2025-07-05,5,3945.7,Bus
V2403,Perú,74,Otro,Valle Sagrado,Cusco,2025-03-20,8,3627.29,Auto
V2404,España,76,M,Plaza de Armas,Arequipa,2025-08-29,12,710.48,Bus
V2405,Perú,59,F,Parque de la Reserva,Lima,2025-09-02,1,4040.43,Bus
V2406,Colombia,42,F,Taquile,Puno,2025-04-21,1,3882.1,Tren
V2407,Argentina,43,Otro,Malecón Tarapacá,Iquitos,2025-03-23,12,2345.03,Tren
V2408,Argentina,56,Otro,Plaza de Armas,Arequipa,2025-09-02,,,Mototaxi
V2409,Perú,69,Otro,Barranco,Lima,2025-01-17,7,3377.88,Tren
V2410,Estados Unidos,58,Otro,Plaza de Armas,Arequipa,2025-05-16,8,2320.14,NA
V2411,NA,45,Otro,Plaza de Armas,Arequipa,2025-02-04,10,4052.21,Bus
V2412,España,64,M,Malecón Tarapacá,Iquitos,2025-01-14,5,2125.52,NA
V2413,España,51,Otro,Islas Flotantes Uros,Puno,2025-06-18,6,546.03,Auto
V2414,Colombia,53,F,Machu Picchu,Cusco,2025-05-29,13,3452.57,Bus
V2415,Estados Unidos,69,F,Machu Picchu,Cusco,2025-01-09,8,412.8,Mototaxi
V2416,Colombia,62,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-09-08,13,1497.66,Auto
V2417,Chile,57,M,Machu Picchu,Cusco,2025-06-07,14,4202.62,Auto
V2418,Colombia,23,M,Malecón Tarapacá,Iquitos,2025-06-20,13,607.93,Bus
V2419,Brasil,72,Otro,Huaca Pucllana,Lima,2025-02-12,13,1489.37,Avión
V2420,España,24,F,Monasterio de Santa Catalina,Arequipa,2025-01-26,10,828.22,Avión
V2421,España,34,F,Plaza de Armas,Arequipa,2025-08-03,12,2783.18,Bus
V2422,Chile,44,M,Sacsayhuamán,Cusco,2025-02-21,6,3575.1,NA
V2423,España,79,F,Huaca Pucllana,Lima,2025-08-26,11,1907.85,Avión
V2424,Colombia,46,F,Cañón del Colca,Arequipa,2025-03-23,11,625.97,Tren
V2425,Estados Unidos,56,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-05-29,11,2194.97,
V2426,Chile,25,M,Lago Titicaca,Puno,2025-05-25,8,274.02,Avión
V2427,Chile,47,M,Machu Picchu,Cusco,2025-01-06,6,4772.56,Tren
V2428,Chile,68,M,Huaca Pucllana,Lima,2025-05-24,4,2081.76,
V2429,España,43,F,Sacsayhuamán,Cusco,2025-06-21,11,4869.88,Auto
V2430,Brasil,44,F,Monasterio de Santa Catalina,Arequipa,2025-03-13,6,3991.68,Mototaxi
V2431,México,72,F,Taquile,Puno,2025-06-24,5,4739.31,Auto
V2432,México,77,M,Sacsayhuamán,Cusco,2025-09-15,4,334.32,Avión
V2433,Chile,55,Otro,Parque de la Reserva,Lima,2025-04-18,13,2254.34,
V2434,Perú,27,F,Río Amazonas,Iquitos,2025-03-23,3,4301.87,Auto
V2435,Chile,46,Otro,Malecón Tarapacá,Iquitos,2025-01-16,3,1476.72,Tren
V2436,Chile,52,Otro,Huaca Pucllana,Lima,2025-05-14,12,3958.45,Mototaxi
V2437,Brasil,56,Otro,Lago Titicaca,Puno,2025-06-25,7,4013.62,Mototaxi
V2438,México,60,F,Lago Titicaca,Puno,2025-08-23,12,1124.18,NA
V2439,NA,30,M,Sacsayhuamán,Cusco,2025-09-29,,,Tren
V2440,Brasil,51,M,Parque de la Reserva,Lima,2025-09-09,7,2817.14,Tren
V2441,Argentina,53,Otro,Monasterio de Santa Catalina,Arequipa,2025-06-05,3,319.88,Tren
V2442,Perú,80,F,Monasterio de Santa Catalina,Arequipa,2025-01-02,6,4225.81,Tren
V2443,Chile,62,M,Cañón del Colca,Arequipa,2025-05-27,6,3410.41,Bus
V2444,Chile,38,M,Río Amazonas,Iquitos,2025-07-14,3,3599.25,NA
V2445,México,53,M,Malecón Tarapacá,Iquitos,2025-08-19,14,796.11,
V2446,España,18,F,Islas Flotantes Uros,Puno,2025-05-01,9,586.36,
V2447,México,44,M,Sacsayhuamán,Cusco,2025-08-30,10,3679.19,NA
V2448,Argentina,15,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-01-18,5,3562.83,Tren
V2449,Colombia,16,F,Machu Picchu,Cusco,2025-06-24,10,3204.48,Mototaxi
V2450,Argentina,27,M,Plaza de Armas,Arequipa,2025-01-17,10,636.58,Bus
V2451,México,63,M,Valle Sagrado,Cusco,2025-03-15,7,1514.75,Tren
V2452,Perú,60,M,Río Amazonas,Iquitos,2025-08-31,7,2752.17,Tren
V2453,Argentina,64,M,Cañón del Colca,Arequipa,2025-03-05,1,2242.75,NA
V2454,Chile,44,F,Lago Titicaca,Puno,2025-05-31,6,4672.27,Tren
V2455,España,15,Otro,Cañón del Colca,Arequipa,2025-06-21,7,4555.42,Tren
V2456,Perú,24,F,Lago Titicaca,Puno,2025-05-07,7,513.75,NA
V2457,Chile,49,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-04-01,10,4856.62,Avión
V2458,México,48,M,Río Amazonas,Iquitos,2025-03-31,11,4744.93,Avión
V2459,España,62,M,Monasterio de Santa Catalina,Arequipa,2025-03-28,,,
V2460,Colombia,75,F,Monasterio de Santa Catalina,Arequipa,2025-02-25,11,2217.22,Mototaxi
V2461,Chile,38,F,Taquile,Puno,2025-03-10,10,2201.47,NA
V2462,NA,80,M,Barranco,Lima,2025-04-25,14,1222.83,Tren
V2463,Argentina,21,M,Taquile,Puno,2025-01-14,14,290.41,
V2464,México,56,Otro,Plaza de Armas,Arequipa,2025-04-09,14,4301.53,Tren
V2465,Chile,37,Otro,Malecón Tarapacá,Iquitos,2025-02-26,2,4828.04,Tren
V2466,Estados Unidos,70,F,Lago Titicaca,Puno,2025-03-20,4,4358.04,Mototaxi
V2467,Colombia,28,M,Huaca Pucllana,Lima,2025-04-06,,,Avión
V2468,Chile,78,Otro,Parque de la Reserva,Lima,2025-09-22,13,2581.69,Tren
V2469,Argentina,33,M,Huaca Pucllana,Lima,2025-02-02,13,1679.54,NA
V2470,Chile,45,Otro,Lago Titicaca,Puno,2025-03-08,1,917.62,Tren
V2471,Argentina,,F,Islas Flotantes Uros,Puno,2025-07-06,1,4988.87,NA
V2472,España,74,F,Valle Sagrado,Cusco,2025-03-31,1,900.09,
V2473,Brasil,56,Otro,Monasterio de Santa Catalina,Arequipa,2025-01-01,10,3136.84,NA
V2474,México,34,M,Machu Picchu,Cusco,2025-09-17,2,575.8,NA
V2475,México,35,F,Islas Flotantes Uros,Puno,2025-02-20,1,621.17,Mototaxi
V2476,Estados Unidos,72,M,Río Amazonas,Iquitos,2025-08-08,5,2944.71,
V2477,Chile,72,F,Malecón Tarapacá,Iquitos,2025-03-30,5,3048.68,Auto
V2478,Perú,17,F,Islas Flotantes Uros,Puno,2025-02-05,14,1926.28,Tren
V2479,Colombia,41,M,Malecón Tarapacá,Iquitos,2025-06-03,5,3378.84,Mototaxi
V2480,Brasil,74,F,Sacsayhuamán,Cusco,2025-03-15,13,1953.27,Mototaxi
V2481,Chile,73,Otro,Parque de la Reserva,Lima,2025-04-22,,,Auto
V2482,Estados Unidos,34,M,Valle Sagrado,Cusco,2025-08-26,12,4668.2,Auto
V2483,Argentina,32,M,Monasterio de Santa Catalina,Arequipa,2025-03-20,11,2272.1,NA
V2484,NA,69,Otro,Islas Flotantes Uros,Puno,2025-01-10,3,1015.98,Avión
V2485,Colombia,64,Otro,Río Amazonas,Iquitos,2025-03-14,8,1659.16,Mototaxi
V2486,Estados Unidos,75,F,Machu Picchu,Cusco,2025-04-15,10,3589.08,
V2487,NA,33,F,Plaza de Armas,Arequipa,2025-04-08,14,306.84,NA
V2488,México,26,F,Malecón Tarapacá,Iquitos,2025-01-29,5,4150.59,Mototaxi
V2489,Argentina,60,M,Malecón Tarapacá,Iquitos,2025-05-14,9,3850.58,Bus
V2490,Chile,17,F,Valle Sagrado,Cusco,2025-01-11,7,3019.35,Auto
V2491,Argentina,56,Otro,Huaca Pucllana,Lima,2025-09-19,2,2252.49,NA
V2492,Brasil,30,F,Sacsayhuamán,Cusco,2025-01-16,14,464.72,Avión
V2493,España,47,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-03-29,12,395.52,Bus
V2494,España,30,M,Valle Sagrado,Cusco,2025-06-06,6,1471.72,Auto
V2495,España,43,M,Lago Titicaca,Puno,2025-01-21,1,1657.65,
V2496,Colombia,15,Otro,Malecón Tarapacá,Iquitos,2025-02-22,8,3808.57,Mototaxi
V2497,Brasil,19,M,Plaza de Armas,Arequipa,2025-07-18,2,3415.78,
V2498,Estados Unidos,64,Otro,Lago Titicaca,Puno,2025-03-16,2,241.46,Avión
V2499,Brasil,35,F,Valle Sagrado,Cusco,2025-01-07,10,2887.35,NA
V2500,NA,40,F,Valle Sagrado,Cusco,2025-06-24,9,4423.33,Bus
V2501,Estados Unidos,23,F,Valle Sagrado,Cusco,2025-09-27,,,Avión
V2502,Perú,33,F,Machu Picchu,Cusco,2025-05-08,11,580.27,NA
V2503,Perú,51,Otro,Río Amazonas,Iquitos,2025-01-26,4,4164.28,Mototaxi
V2504,Perú,19,Otro,Monasterio de Santa Catalina,Arequipa,2025-07-23,1,1569.88,
V2505,Chile,18,M,Huaca Pucllana,Lima,2025-01-14,2,2300.41,Mototaxi
V2506,Chile,17,M,Parque de la Reserva,Lima,2025-07-16,8,1127.83,Tren
V2507,Estados Unidos,41,M,Barranco,Lima,2025-03-09,9,3147.54,Auto
V2508,NA,69,F,Barranco,Lima,2025-02-12,9,1411.51,Mototaxi
V2509,Chile,39,M,Islas Flotantes Uros,Puno,2025-07-09,13,591.71,Mototaxi
V2510,Colombia,35,Otro,Huaca Pucllana,Lima,2025-09-20,3,2895.32,
V2511,Colombia,77,Otro,Cañón del Colca,Arequipa,2025-06-25,2,282.61,Avión
V2512,NA,61,F,Islas Flotantes Uros,Puno,2025-03-27,4,3105.05,Tren
V2513,Estados Unidos,59,F,Sacsayhuamán,Cusco,2025-07-16,10,348.59,Mototaxi
V2514,México,78,F,Monasterio de Santa Catalina,Arequipa,2025-09-24,13,964.36,NA
V2515,Estados Unidos,58,Otro,Río Amazonas,Iquitos,2025-03-20,1,2980.51,Auto
V2516,NA,76,Otro,Monasterio de Santa Catalina,Arequipa,2025-04-26,2,2202.17,Auto
V2517,México,74,F,Reserva Nacional Pacaya Samiria,Iquitos,2025-05-27,10,3799.1,Bus
V2518,NA,19,F,Taquile,Puno,2025-02-15,6,4221.09,Mototaxi
V2519,Estados Unidos,68,Otro,Islas Flotantes Uros,Puno,2025-08-12,2,2661.64,Auto
V2520,México,23,M,Parque de la Reserva,Lima,2025-01-14,7,700.07,Auto
V2521,Estados Unidos,69,M,Malecón Tarapacá,Iquitos,2025-07-05,,,NA
V2522,Colombia,60,Otro,Valle Sagrado,Cusco,2025-01-27,13,866.9,Avión
V2523,México,16,M,Huaca Pucllana,Lima,2025-08-29,1,4215.43,
V2524,Chile,17,M,Reserva Nacional Pacaya Samiria,Iquitos,2025-02-17,6,1480.63,Bus
V2525,Chile,32,M,Río Amazonas,Iquitos,2025-09-27,1,640.1,Auto
V2526,Perú,30,M,Huaca Pucllana,Lima,2025-01-07,12,4422.28,Auto
V2527,Estados Unidos,55,F,Huaca Pucllana,Lima,2025-02-23,14,3767.26,
V2528,Colombia,73,F,Lago Titicaca,Puno,2025-03-11,1,3414.72,Bus
V2529,México,16,Otro,Barranco,Lima,2025-02-26,5,2250.0,NA
V2530,Colombia,36,F,Sacsayhuamán,Cusco,2025-08-10,12,3497.53,Avión
V2531,México,75,M,Malecón Tarapacá,Iquitos,2025-01-29,2,3763.78,Mototaxi
V2532,NA,71,Otro,Parque de la Reserva,Lima,2025-05-10,13,4674.99,
V2533,México,30,M,Valle Sagrado,Cusco,2025-09-18,1,4505.56,Bus
V2534,Chile,54,M,Huaca Pucllana,Lima,2025-08-21,2,3643.45,Tren
V2535,Brasil,23,F,Lago Titicaca,Puno,2025-07-07,1,3200.84,Tren
V2536,Argentina,26,M,Sacsayhuamán,Cusco,2025-06-05,7,2011.21,Tren
V2537,NA,80,Otro,Parque de la Reserva,Lima,2025-09-17,6,3573.93,Avión
V2538,Perú,56,M,Machu Picchu,Cusco,2025-03-29,14,4940.86,Tren
V2539,Colombia,31,Otro,Malecón Tarapacá,Iquitos,2025-02-04,9,1999.15,Mototaxi
V2540,Perú,59,Otro,Islas Flotantes Uros,Puno,2025-06-11,3,2146.39,Mototaxi
V2541,Perú,51,M,Malecón Tarapacá,Iquitos,2025-03-13,13,1241.56,Bus
V2542,Colombia,25,Otro,Sacsayhuamán,Cusco,2025-09-18,,,Tren
V2543,Argentina,42,Otro,Machu Picchu,Cusco,2025-03-23,1,2865.07,Bus
V2544,Perú,49,F,Huaca Pucllana,Lima,2025-06-03,5,3822.89,
V2545,Perú,56,Otro,Barranco,Lima,2025-09-13,,,Avión
V2546,Perú,45,F,Islas Flotantes Uros,Puno,2025-03-16,1,2502.66,Mototaxi
V2547,Chile,23,Otro,Malecón Tarapacá,Iquitos,2025-08-23,8,450.1,Auto
V2548,Perú,48,Otro,Monasterio de Santa Catalina,Arequipa,2025-04-16,5,4764.22,Avión
V2549,Estados Unidos,65,M,Machu Picchu,Cusco,2025-07-17,5,3297.09,Tren
V2550,Brasil,65,F,Cañón del Colca,Arequipa,2025-04-03,6,3393.12,Bus
V2551,Chile,57,F,Malecón Tarapacá,Iquitos,2025-09-19,11,4761.98,NA
V2552,Perú,47,F,Lago Titicaca,Puno,2025-08-03,11,634.38,Mototaxi
V2553,Chile,30,M,Sacsayhuamán,Cusco,2025-09-18,,,Tren
V2554,Estados Unidos,56,M,Machu Picchu,Cusco,2025-02-06,6,4362.24,Tren
V2555,Perú,29,Otro,Sacsayhuamán,Cusco,2025-02-20,5,2823.07,Mototaxi
V2556,Estados Unidos,57,Otro,Sacsayhuamán,Cusco,2025-08-11,1,2484.95,Bus
V2557,Chile,62,M,Valle Sagrado,Cusco,2025-03-27,10,4883.22,NA
V2558,México,54,F,Huaca Pucllana,Lima,2025-07-22,12,4314.52,
V2559,Estados Unidos,80,M,Plaza de Armas,Arequipa,2025-05-21,3,1572.3,Auto
V2560,Argentina,20,M,Valle Sagrado,Cusco,2025-03-22,9,3811.57,Bus
V2561,Argentina,40,M,Barranco,Lima,2025-05-08,7,3344.45,Avión
V2562,Brasil,15,Otro,Malecón Tarapacá,Iquitos,2025-06-08,,,
V2563,Perú,25,F,Huaca Pucllana,Lima,2025-08-24,,,Avión
V2564,Colombia,32,Otro,Lago Titicaca,Puno,2025-09-28,5,1125.14,NA
